cim,origTitle,forgalmazo,bemutato,bevetel,latogato
"JAPÁN SZERETŐ","JAPANESE STORY","BUDAPEST FILM",2005/04/07,2467335,3629
"TOM ÉS JERRY A MOZIBAN",,GUILD,1992/12/18,2465555,32926
"PAPÁS BABÁS","DADDY COOL",ADS,2018/07/05,2459420,1647
"A HOLNAP EGY ÚJ NAP",,"BEST HOLLYWOOD",2001/08/09,2457400,4989
"A HUS",,"BUDAPEST FILM",1992/04/24,2455581,31678
"ANYÁK NAPJA","LA FÊTE DES MÈRES",HUNGARICOM,2019/04/25,2453000,1938
ATLANTIS,,"BUDAPEST FILM",1996/08/21,2452645,31346
SEMMIHASZNÁK,,"BUDAPEST FILM",1994/08/18,2451621,11164
"NESZE NEKED PETE TONG!","ITS ALL GONE PETE TONG!",SPI,2005/12/08,2451238,3415
"RICHARD NIXON MERÉNYLET","THE ASSASSINATION OF RICHARD NIXON",SPI,2005/05/12,2436976,4508
"MÉLYEN ŐRZÖTT TITKOK",,MOKÉP,2004/03/11,2436042,7047
"ARIZONAI ÖRDÖGFIOKA",,MOKÉP,1990/04/19,2430386,57290
"KELL EGY HÉT EGYÜTTLÉT",,"BUDAPEST FILM",1998/05/21,2430365,6222
"ÉDES ANNA,DRÁGA BÖBE",,MOKÉP,1992/03/20,2428437,30539
"FURFANGOS GÁLYARABOK",,MOKÉP,1990/08/16,2427212,59111
"NŐK FÉRFIAK NÉLKÜL","ZANAN-E BEDUN-E MARDAN",MOZINET,2010/09/30,2425540,3487
SEJTEINK,,"BUDAPEST FILM",2002/12/05,2424964,6993
MAROKKÓ,MAROCK,"BEST HOLLYWOOD",2006/05/04,2416439,8611
"HOLNAPNÁL JOBB A TEGNAP",,"BUDAPEST FILM",2000/08/24,2415773,5780
"LADY MACBETH","LADY MACBETH",CINEFILCO,2017/09/28,2414000,1751
"FIUK, KIJÖN AZ ÁGYAMBA?",,MOKÉP,1992/04/24,2408169,35931
"KÉK BÁRSONY",,HUNGAROFILM,1990/04/26,2406000,56000
"A RÉMKIRÁLY",,MOKÉP,1998/02/05,2405842,9258
"VAD BALATON","VAD BALATON",PANNONIA,2018/04/19,2400450,2007
"A PONT NEUF SZERELMESEI",,"BUDAPEST FILM",1992/09/26,2394673,23125
"ISTEN HOZOTT NÉMETORSZÁGBAN!","WILLKOMMEN BEI DEN HARTMANNS",ADS,2017/09/21,2394222,1952
"ISMERETLEN KÓD",,MÁSKÉPP,2002/06/13,2393386,5509
METEO,,"BUDAPEST FILM",1990/02/22,2393041,57033
ISMERETLEN,UNKNOWN,SPI,2007/11/08,2391525,3971
ELADÓ,,"BUDAPEST FILM",1999/12/31,2390184,7387
"EGY LÖVÉS A FEJBE 5 A TESTBE",,MOKÉP,1994/05/05,2389920,19144
"TANK GIRL",,"UIP DUNA FILM",1998/07/06,2387487,16402
"A NYÁR MESÉJE",,"BUDAPEST FILM",1997/08/07,2386870,9044
"ISTEN KEGYELMÉBŐL","GRÂCE À DIEU / BY THE GRACE OF GOD",VERTIGO,2019/09/26,2385443,2093
DÉLIBÁB,DÉLIBÁB,"A COMPANY",2014/11/13,2385054,2312
KÉMNŐK,"LES FEMMES DE LOMBRE","BUDAPEST FILM",2009/05/14,2380860,3295
DOLINA,,HUNGAROTOP,2007/10/25,2374522,5520
KOJOT,KOJOT,HUNGARICOM,2017/02/16,2373010,2474
"LÁNY A HÍDON",,"BEST HOLLYWOOD",2000/04/20,2371127,6761
PERLASCA,,HUNGARICOM,2004/10/07,2370629,6021
"MAGYAR SZÉPSÉG",,HUNGARICOM,2006/08/23,2367995,4921
"VÉRESEN EGYSZERŰ",,"BEST HOLLYWOOD",2000/03/23,2364351,5280
"SPANYOL RÓZSA REJTÉLYE",,MOKÉP,,2355480,15947
"HIVATALI ELTÁVOZÁS","CORPORATE ANIMALS",ADS,2020/01/23,2354570,1547
"HOWARDS END",,INTERCOM,1993/04/02,2354035,22173
"ÖRÜLET TORKÁBAN",,FLAMEX,1996/04/18,2353780,10063
"LILJA 4-EVER","LILJA 4-EVER",SPI,2003/11/04,2349111,5548
HYMYPOIKA,HYMYPOIKA,"BEST HOLLYWOOD",2004/12/02,2348144,4221
"JEANNE DIELMAN, 1080 BRÜSSZEL, KERESKEDŐ UTCA 23. I-II.","JEANNE DIELMAN, 23 QUAI DU COMMERCE, 1080 BRUXELLES","CIRKO FILM",2024/09/05,2344550,1031
"TITINA – A NÉGYLÁBÚ FELFEDEZŐ",TITINA,ADS,2023/11/02,2337400,1257
"FARKASOK IDEJE","LE TEMPS DE LOUP","BUDAPEST FILM",2004/04/22,2335540,3191
"HALLAM FOE","HALLAM FOE","BUDAPEST FILM",2008/03/20,2335467,3764
"NEW YORKI TÖRTÉNETEK",,INTERCOM,1998/11/16,2333900,65821
"CARAVAGGIO (MOZIÜNNEP, P.E.)",CARAVAGGIO,CIRKO,2007/09/13,2330740,4707
"A TITKOK KERTJE",,INTERCOM,1994/05/12,2328158,18620
"RÓMEÓ VÉRZIK",,MOKÉP,1994/10/13,2324535,15595
"ELŐRE A MÚLTBA",,"SATURNUS ",1990/10/18,2321000,48000
"**QUISIMODO 2000",,FLAMEX,2001/07/12,2319827,3672
"BALKEZES BANKRABLÓ",,HUNGAROFILM,1990/09/27,2300000,53000
"LÁZADÁS KORA: MICHAEL KOHLHAAS LEGENDÁJA","MICHAEL KOHLHAAS",VERTIGO,2014/08/11,2298193,3005
TABU,,"BEST HOLLYWOOD",2001/06/07,2295864,5000
"EGYÜTT ÉLHETNÉNK","AND IF WE ALL LIVED TOGETHER",SZUEZFILM,2012/05/03,2292443,2294
"RIGÓ, RIGÓ, SZEDERINDA","SHASHVI SHASHVI MAQ'VALI","CIRKO FILM",2024/03/07,2288910,1104
PALINDRÓMÁK,PALINDROMES,"BUDAPEST FILM",2005/07/14,2283490,4543
KŐTUTAJ,"LA BALSA DE PIEDRA",MOKÉP,2004/06/03,2280462,4489
CANDY,CANDY,"BUDAPEST FILM",2002/02/12,2268547,2578
GOOD,GOOD,"LAURIN LIBRARY",2008/12/11,2260700,3178
LÁTHATÁS,"JUSQU'Á LA GARDE",MOZINET,2018/03/15,2260456,1968
TEJHÁBORÚ,"THE COUNTY",VERTIGO,2019/11/21,2260380,2573
"RÖVIDZÁRLAT 2.",,"SATURNUS ",1990/12/20,2260000,45000
"ROSENCRANT ÉS GUILDENSTER",,"BUDAPEST FILM",1991/05/17,2258736,34919
"ANYAI SZÍV","CHILDS POSE",CIRKO,2013/10/24,2258585,2877
"VADLÁNY - BOSZORKÁNYKÖR",,"QUALITY PICTURES",2009/06/09,2256469,3718
"HÁROM SZÍN:FEHÉR",,"BUDAPEST FILM",1994/09/29,2252609,17032
"MINDEN REGGEL",,"BUDAPEST FILM",1992/11/06,2251598,22668
Nyomorultak,"Les Misérables",VERTIGO,2020/03/12,2250080,2520
PÍ,PI,ODEON,,2250000,3600
PEDÁLKIRÁLY,,"BUDAPEST FILM",2002/08/01,2249533,4836
"MEDICINE MAN",,INTERCOM,1992/11/13,2244917,26951
"HAMLET,VAGY AMIT AKARTOK",,"UIP DUNA FILM",1998/11/30,2241232,11280
"A SZERELEM TÖRTÉNETE","THE HISTORY OF LOVE",VERTIGO,2017/03/09,2240079,2003
ARC,,INTERCOM,1996/07/04,2235188,10658
"VERONIKA KETTŐS ÉLETE",,"BUDAPEST FILM",1994/05/19,2229364,17061
"EL NINIO",,"BUDAPEST FILM",2002/07/11,2224540,5900
"KILENCEDIK NAP","DER NEUNTE TAG","BEST HOLLYWOOD",2005/04/07,2216764,4624
"SZÉLCSEND ",,HUNGARICOM,2010/05/06,2215140,3787
"SZÉP REMÉNYEK","GREAT EXPECTATIONS","BIG BANG MEDIA",2013/02/14,2211970,2140
"BASEBALL BIKÁK",,"SATURNUS ",1990/08/23,2210000,52000
"ELSZÁRADT FÜVEKRŐL","KURU OTLAR ÜSTÜNE",MOZINET,2024/04/18,2208940,1070
RETÚR,,"BUDAPEST FILM",1997/09/18,2205285,18624
"MARIÓ, A VARÁZSLÓ",,"BUDAPEST FILM",2008/11/06,2205215,4383
"DARWIN RÉMÁLMA","DARWINS NIGHTMARE","BUDAPEST FILM",2006/01/26,2200115,4421
"REGGELI A PLUTÓN","BREAKFAST ON PLUTÓ",SPI,2006/09/28,2199234,3697
"ZU LEGENDÁJA","SHU SHAN ZHENG ZHUAN","BEST HOLLYWOOD",2003/04/03,2196640,3703
"EGY TÖKÉLETES NAP","A PERFECT DAY",MOZINET,2016/01/28,2195205,2098
FORTUNATA,FORTUNATA,MOZINET,2018/01/11,2194736,1980
"SZERELMES LETTEM","IO SONO LAMORE",SZUEZFILM,2010/11/25,2192916,2879
"PINGVINEK VÁNDORLÁSA 2.",L'EMPEREUR,VERTIGO,2017/04/14,2190941,4872
"UTOYA, JÚLIUS 22.","UTØYA 22. JULI",VERTIGO,2018/09/27,2188274,4991
"CSALÁDBAN MARAD","L'INNOCENT ",ADS,2023/07/13,2177845,1328
"IGY AHOGY VAGYTOK",,HUNGARICOM,2010/02/18,2176265,4113
"APÁIM TÖRTÉNETE","STORIES WE TELL",MOZINET,2014/02/27,2173950,2248
"HENRY ÉS JUNE",,"UIP DUNA FILM",1991/04/19,2173518,34030
"HAJRÁ BLISS!","WHIP IT !",PALACEPICTURES,2010/02/25,2171555,2030
HADSZÍNTÉR,,"BUDAPEST FILM",2000/06/01,2168208,6095
"CINDY MESÉI",,ICA,1992/04/03,2167505,51247
"CALIFORNIA DREAMIN",,MOZINET,2010/01/21,2158405,2911
"IGAZ TÖRTÉNET FÉRFIAKRÓL ÉS",,"BUDAPEST FILM",1993/09/18,2152672,19814
"HAWAI,OSLO","HAWAI, OSLO","BUDAPEST FILM",2005/08/15,2150325,4277
"VILÁGOK ARCA BARAKA FELUJIÍT",,INTERSONIC,2004/10/14,2149931,5480
"KI TUDJA","VA SAVOIR",MÁSKÉPP,2002/11/07,2146720,5682
LEMMING,LEMMING,MOKÉP,2006/04/27,2142812,4102
"BŰVÖS VADÁSZ",,"BUDAPEST FILM",1994/10/27,2139202,13276
CSENDSZIMFÓNIA,,"BUDAPEST FILM",1998/12/11,2138624,8383
"PÁRIZSI RANDEVUK",,"BUDAPEST FILM",1996/10/31,2136653,10862
"A GYÖNYÖR RABJAI",,"UIP DUNA FILM",1991/09/20,2131104,32127
"LŐPOROS HORDÓ",,"BUDAPEST FILM",1999/12/11,2128828,6078
"BIG MIRACLE","MINDENKI SZERETI A BÁLNÁKAT","UIP DUNA FILM",2011/02/23,2128735,2053
"MINDENKI SZERTI A BÁLNÁKAT","BIG MIRACLE","UIP DUNA FILM",2012/02/12,2128735,2053
GENSZTEREK,,SPI,2002/09/26,2126688,3045
VÁGYASTÁRSAK,"EL OTRO LADO DE LA CAMA",INTERSONIC,2004/10/14,2125215,2546
LIDÉRCFÉNY,,"BUDAPEST FILM",1997/03/13,2124320,8801
SUBMARINE,SUBMARINE,CIRKO,2011/10/20,2121861,2110
"BALRA A NAP NYUGSZIK",,"BUDAPEST FILM",2000/10/26,2121516,7808
"VAD ÉSZAK - MESE AZ EZER TÓ ORSZÁGÁBÓL","JARVEN TARINA",VERTIGO,2017/05/11,2120270,2282
"A BŐRÖMBEN",FARMING,ADS,2020/01/16,2118930,1381
TŰZVIRÁGOK,,"BUDAPEST FILM",1998/05/07,2118520,6846
"MARHAKONZERV AKCIÓ",,MOKÉP,1992/02/21,2117577,33248
KÖRBERAJZOLVA,"JE FAIS LE MORT",MOZINET,2014/12/04,2117035,1700
"**LULU A HIDON",,FLAMEX,2001/04/12,2115430,4870
"SALON KITTY",,FLAMEX,1992/03/06,2114762,31599
"AZ ELSŐ ÁRULÓ","IL TRADITORE",MOZINET,2020/07/09,2113214,1580
"RÉG NEM SZERELEM","AFTER LOVE",CINEFILCO,2017/04/06,2112000,1746
ROBOTBÁRBAJ,,"TISZA FILM",1990/03/29,2107000,55000
KISMENŐK,"THE LITTLE GANG",ADS,2023/06/08,2104625,1080
ANGEL,ANGEL,"BUDAPEST FILM",2008/04/17,2096683,1393
"AZ UTOLSÓ NAPOK",,INTERCOM,1999/09/09,2094905,5422
ORSZÁGALMA,,"BUDAPEST FILM",1998/09/10,2085291,10510
"ANNA AND THE BARBIES - ÁLMATLAN","ANNA AND THE BARBIES - ÁLMATLAN",VERTIGO,2017/09/28,2084570,1731
"ÉLETEM CUKKINIKÉNT","MA VIE DE COURGETTE",VERTIGO,2016/11/17,2084382,2555
"CSÓKKAL ÉS KÖRÖMMEL",,"BUDAPEST FILM",,2080533,10811
"A SÉRTÉS","L'INSULTE / THE INSULT",MOZINET,2018/11/15,2073308,1750
PARKOLÓ,PARKOLÓ,"A COMPANY",2015/01/22,2072548,2456
HAIR,,MOKÉP,1991/05/03,2071070,38328
TIMBUKTU,TIMBUKTU,VERTIGO,2015/02/12,2067073,2991
"LAZA ESKÜVŐ",PRIMOS,SZUEZFILM,2011/12/29,2066401,1894
"VAN BARÁTOD?","MON MEILLEUR AMI","BEST HOLLYWOOD",2008/03/27,2061263,3211
"LEGENDÁRIUM - MESÉK SZÉKELYFÖLDRŐL","LEGENDÁRIUM - MESÉK SZÉKELYFÖLDRŐL",ADS,2022/03/03,2058985,1407
"VADÁSZAT ANGOLOKRA",,HUNGAROTOP,2007/11/23,2058798,10261
"ISTEN FÖLDJE","GODLAND ",VERTIGO,2022/12/01,2055970,1723
EMBERRABLÁS,KAPRINGEN,VERTIGO,2013/05/16,2055109,2227
"EGY FIATAL  MÉREGKEVERŐ",,"BUDAPEST FILM",,2054574,9293
VISSZAJÁTSZÁS,TAPE,"BUDAPEST FILM",2003/10/23,2052200,3856
"ASSZONYOK KÚTJA","LA SOURCE DES FEMMES",CIRKO,2012/05/10,2048873,2509
"Három hegycsúcs","Three Peaks",VERTIGO,2018/05/10,2046018,2053
"TOBI SZÍNEI","COLORS OF TOBI","CIRKO FILM",2021/07/01,2036060,1508
MESTERFOGÁS,,FLAMEX,1994/09/22,2032166,14546
"BÜNÜGYI REGÉNY","ROMANZO CRIMINALE",MOKÉP,2006/11/09,2028737,3589
BŰNÖK,FORBRYDELSER,"BUDAPEST FILM",2005/03/17,2024842,4217
"ÉLETEK ÉNEKE",,HUNGAROTOP,2008/03/01,2022627,5722
"LAPZÁRTA-VERONICA GUERIN TÖRTÉNETE","THE VERONICA GUERIN STORY",INTERCOM,2003/10/16,2017057,2782
"RED ROCK WEST",,MOKÉP,1993/10/01,2016987,21348
"FIÚ A MENNYBŐL","BOY FROM HEAVEN ",VERTIGO,2022/11/24,2016510,1557
SARLATÁN,"CHARLATAN / ŠARLATÁN ",MOZINET,2020/10/29,2015960,1413
"OGLIK – ÜDVÖZLÜNK BÜDIFALVÁN","THE OGGLIES ",ADS,2021/07/01,2014270,1443
"KEDVES SZOMSZÉD","NOTHINGS ALL BAD",CIRKO,2011/04/07,2012570,1830
"ÉJSZAKAI ÁTUTAZÓK","LES PASSAGERS DE LA NUIT ",VERTIGO,2023/04/06,2010309,1492
TRANZIT,TRANSIT,VERTIGO,2019/01/10,2008740,2068
"Kilenc nap","Nine days",VERTIGO,2022/01/06,2008060,1673
"KARÁCSONYI LIDÉRCNYOMÁS",,INTERCOM,1994/11/24,2007975,11876
"A CÉLPONT","LA SYNDICALISTE",ADS,2023/08/31,2004665,981
FARINELLI,,MOKÉP,,1998764,11651
"EGY FÜST ALATT",,MOKÉP,1996/04/25,1998044,8839
"VOROSILOV MESTERLÖVÉSZE",,"BUDAPEST FILM",2001/03/15,1992375,5698
RIZE,RIZE,"BUDAPEST FILM",2007/07/11,1992060,3154
SZTRIPTIZGYILKOS,,MOKÉP,1994/12/01,1987594,15338
"SZEX,HAZUGSÁGOK,VIDEO",,MOKÉP,1990/09/27,1981352,39979
ROXANNE,,"SATURNUS ",1990/11/08,1980000,42000
"BLUEBERRY-A FEJVADÁSZ",BLUEBERRY,"BEST HOLLYWOOD",2005/04/29,1979965,2674
SUSHIÁLMOK,"JIRO DREAMS OF SUSHI",MOZINET,2012/12/20,1970335,1887
"HÜTLENSÉG ÁRA",,MOKÉP,1996/09/03,1969105,8212
"4 PERC","VIER MINUTEN",SPI,2007/10/11,1964471,3165
"IZIG-VÉRIG MARY",,"BEST HOLLYWOOD",2002/02/25,1963997,3416
ÉHSÉG,HUNGER,MOZINET,2010/03/04,1962965,3326
"AZOK A CSODÁLATOS BAKER",,"UIP DUNA FILM",1991/05/31,1959143,31129
RÓZSADOMB,,MOKÉP,2004/11/04,1958740,6238
"VÖRÖS COLIBRI",,FLAMEX,,1957800,13381
"BETTY BLUE","37 2 LE MATIN",ODEON,2003/03/27,1952000,3200
"EGY HULLA EGY FALALFEL ÉS A TÖBBIEK","HE DIED WITH A FELAFEL IN HIS HAND",PARADIGMA,2005/02/03,1951260,2492
"UTOLSÓ IDŐK",,"BUDAPEST FILM",2009/10/22,1950645,2948
"AZ ELSŐ KETTŐ","AZ ELSŐ KETTŐ",VERTIGO,2023/04/13,1949550,1388
"METRO MANILA","METRO MANILA",VERTIGO,2019/11/30,1948971,1744
"AZ ÖRÖKSÉG",ARVEN/INHERITANCE,"BUDAPEST FILM",2004/05/27,1948670,4082
"MANHATTAN-RE LESZÁLL AZ ÉJ",,INTERCOM,1998/11/06,1944720,6584
CONTROL,CONTROL,"BUDAPEST FILM",2008/10/09,1940975,2795
"TÖRTÉNETEG A VÉGTELENSÉGRŐL","OM DET OÄNDLIGA / ABOUT ENDLESSNESS ",VERTIGO,2020/10/29,1938775,1832
BARBARA,BARBARA,CIRKO,2012/10/04,1937536,2247
"SIVATAG RABJAI",,FLAMEX,1999/01/14,1933960,5938
GYÓNTATÓSZÉK,,"BUDAPEST FILM",1997/02/02,1926795,7682
"AMÍG TART A NYÁR","BABYTEETH ",MOZINET,2021/08/26,1920216,1630
"AZ UTOLSÓ TÁNC",,MOKÉP,1992/08/07,1918468,27767
"AZ UTOLSÓ ÓRA",,INTERCOM,2008/01/31,1913900,3727
BIRTOKVISZONY,"THE SAFETY OF OBJECTS","BUDAPEST FILM",2003/07/03,1912373,3725
ARANYHERE**,,MÁSKÉPP,2002/02/07,1910495,3641
"A JÖNSSON BANDA","SE UPP FÖR JÖNSSONLIGAN ",VERTIGO,2021/08/26,1902130,1541
SZÉLHÁMOS,,"BUDAPEST FILM",1998/08/27,1902120,6038
"AZ ÁGYBAN","EN LA CAMA",CIRKO,2007/01/04,1900953,3416
"A CSERESZNYE ÍZE",,"BUDAPEST FILM",1998/09/17,1898940,6755
"OH BOY","OH BOY",CIRKO,2013/09/26,1890234,2489
"WALESA. A REMÉNY EMBERE","WALESA. CZLOWIEK Z NADZIEI",CIRKO,2014/03/20,1888827,2354
"A KIMÉRA","LA CHIMERA","CIRKO FILM",2024/04/04,1883390,953
"A SIVATAG VIRÁGA","DESERT FLOWER",SZUEZFILM,2010/05/20,1878390,2435
"VÍZBE FOJTOTT BŰNÖK",JINDABYNE,CIRKO,2007/04/05,1851819,3552
"HI-LO COUNTRY",,"BUDAPEST FILM",2000/07/27,1851128,5895
"VOLT EGYSZER EGY SZÍRIA",INSYRIATED,VERTIGO,2017/11/23,1850980,2182
"EGY FRANCIA NŐ",,METROPOLIS,1998/05/22,1850805,8911
FÉRFITÁRSASÁGBAN,,"BUDAPEST FILM",2000/04/27,1849040,5853
WANDERERS,,"BUDAPEST FILM",1993/06/11,1849000,17464
FŰZŐ,CORSAGE,"CIRKO FILM",2022/10/20,1843725,1243
"KING CURLING","KONG CURLING",CIRKO,2012/07/26,1837481,1814
"MENTS MEG,MERT ÖLNÖM KELL",,MOKÉP,1994/07/07,1833002,15189
TOJÁSOK,EGGS,CIRKO,2007/04/12,1829050,3112
CARANDIRU,CARANDIRU,SPI,2004/09/23,1828255,3516
"DOMBOKON TÚL","BEYOND THE HILLS",CIRKO,2013/03/21,1826845,2124
"MILLI VANILLI: AZ ÉVSZÁZAD BOTRÁNYA","GIRL YOU KNOW IT'S TRUE",VERTIGO,2024/05/02,1824030,994
"ÍGY CSAJOZZ EGY FÖLDÖNKÍVÜLIVEL","HOW TO TALK TO GIRLS AT PARTIES",HUNGARICOM,2018/05/10,1820690,1434
"SÁRKÁNY ÉS PAPUCS",,"BUDAPEST FILM",1990/12/20,1819752,62555
"1109""01 - SZEPTEMBER TIZENEGY",,SPI,2002/09/12,1816862,5129
"AKIHEZ BESZÉL A FÖLD","THE WATER DIVINER",JIL,2015/07/30,1812900,1750
OTTHONUNK,HOME,SPI/FÓRUM,2009/06/04,1811697,2979
EGÉRÚT,,"BUDAPEST FILM",2002/04/25,1810270,5134
"ÖRÖKKÖN ÖRÖKKÉ","HELLO AGAIN",ADS,2021/08/12,1802760,1133
"ALICE ÉS MARTIN",,MOKÉP,2000/03/16,1801575,4885
GOMORRA,GOMORRA,SZUEZFILM,2009/04/09,1800286,2540
"MISSION LONDON","MISSION LONDON",MOZINET,2010/09/30,1795545,2625
"HIUSÁGOK MÁGLYÁJA",,INTERCOM,1991/08/23,1792353,30675
"SE ÖRDÖG SE ANGYAL","NI POUR, NI CONTRE",MOKÉP,2004/04/29,1791960,3117
"A NAGY KIÁRUSÍTÁS","DER GROSSE AUSVERKAUF","BEST HOLLYWOOD",2008/01/17,1791826,3772
ESTHAJNALCSILLAG,,"UIP DUNA FILM",1995/05/15,1791778,7033
"NAQOYQATSI-ERŐSZAKOS VILÁG",NAQOYQATSI,"UIP DUNA FILM",2003/06/26,1790323,3482
POLISSE,POLISSE,MOZINET,2012/03/29,1783445,2160
LÁTOGATÁS,"DER KAMERAMÖRDER",MYTHBERG+MOZINET,2010/06/10,1779290,3442
"AZ OPERAHÁZ FANTOMJA",,HELIKON,1992/07/17,1777639,86745
BESTSELLER,,MOKÉP,1990/10/11,1777521,37617
"BARTHALÓ!(JÓ SZERENCSÉT)",,MOKÉP,2008/05/08,1772961,3766
ISZTAMBUL,ISZTAMBUL,MOZINET,2012/02/16,1771083,2426
"SZÜNJ,MEG FRED",,MOKÉP,1992/12/02,1769854,22638
CSAPNIVALÓ,,"BUDAPEST FILM",,1767895,10712
"FUSS, FIÚ!","RUN BOY RUN","A COMPANY",2014/05/08,1767846,2363
"AZ ÉN HÁZAM AZ ÉN VÁRAM",,"BUDAPEST FILM",2000/07/20,1767825,6050
"EGY HÖLGY PÁRIZSBAN","UNE ESTONIENNE À PARIS",CIRKO,2013/04/04,1767259,2057
"A ZSÉMBES - EGY ESCORT NYOMÁBAN","THE GRUMP: IN SEARCH OF AN ESCORT",ADS,2022/12/29,1766700,955
"EZER HOLD",,"BUDAPEST FILM",1999/12/03,1764235,5529
"ISTEN LÁTJA LELKEM",,"BUDAPEST FILM",2000/02/03,1763720,5544
"MICSODA SPANYOL ÉJSZAKA","MI GRAN NOCHE",VERTIGO,2016/08/11,1763331,1568
"OLTALMAZÓ ÉG",,CONSTATIN,1991/03/22,1763000,31456
"HÉT PERC A MENNYORSZÁGBAN","SHEVA DAKOT BE GAN EDEN",MOZINET,2010/08/26,1759760,2543
HUGICÁM,,"BUDAPEST FILM",1997/01/30,1758017,6919
"DAU. NATASA","DAU. NATASHA",MOZINET,2021/07/29,1756770,1265
"VAN PÁPÁNK!","HABEMUS PAPAM",CIRKO,2011/12/29,1751360,1740
"FAUST 5.0","FAUSTO 5.0",MÁSKÉPP,2003/03/06,1750882,5544
ÖRÖKKÉ,ETERNAL,MOZINET,2024/09/12,1749000,752
KÖTÉLTÁNC,,MOKÉP,1990/06/14,1743581,44373
"A SZENVEDÉLY KIRÁLYA","THE LOOK OF LOVE",VERTIGO,2013/09/05,1743285,1395
STRATTON,STRATTON,CINETEL,2017/12/07,1740285,1085
HAVEROK,BUDDY,MÁSKÉPP,2004/10/21,1739414,3226
"VAN GOGH",,"BUDAPEST FILM",1993/08/27,1739189,15668
"ZÜRÖS PÁROS","LENTENTE CORDIALE",PARADIGMA,2008/03/13,1737380,1558
"RETRÓ SZERELEM",WESTWIND,SZUEZFILM,2012/01/12,1730978,2105
KISFIAM,"MON FILS Á MOI",CIRKO,2007/08/29,1730242,3612
RÉSZLEG,,"BUDAPEST FILM",,1726628,11507
KÖNYÖRTELENEK,"ONDSKAN / EVIL",MOKÉP,2004/11/11,1722268,3730
FÉLÁLOM,,"BUDAPEST FILM",,1720402,33153
EMELET,,HUNGARICOM,2007/01/25,1718191,3792
"DOLCSI VITA",,MOKÉP,1999/03/11,1714287,5067
"BONNARD - EGY FESTŐ SZERELME","BONNARD, PIERRE ET MARTHE",VERTIGO,2024/03/21,1712166,1023
"SZERESD APÁDAT","AIME TON PERE",SPI,2004/04/01,1710556,2446
"A CÁPA","JAWS ",UIP,2022/09/08,1709860,775
"KULCSÁR & HAVEROK","KULCSÁR & HAVEROK",SPI,2005/11/17,1707860,5200
BUGSY,,INTERCOM,1992/09/11,1707805,23428
OSAMA,"OSAMA ",ODEON,2004/09/30,1707763,3422
"FEKETE KÖPENY",,"BUDAPEST FILM",1993/07/23,1706387,16989
KÖZEL,CLOSE,"CIRKO FILM",2022/11/03,1703050,1023
"A LÖVÉS UTÁNI CSEND",,MOKÉP,2000/10/26,1702706,4456
"MÁSOK VAGYUNK","ALLE ANDEREN",ANJOU-LAFAYETTE,2010/02/11,1701620,3095
WHISKY,WHISKY,"BUDAPEST FILM",2005/11/03,1698570,3551
MIFUNE,,"BEST HOLLYWOOD",2000/10/19,1697000,5094
ALMODOVAR:KIKA,,MOKÉP,1994/07/28,1695666,10902
"A VENDOM TÉR ASSZONYA",,MOKÉP,1999/05/06,1695015,5656
"MAGÁNBŰNÖK ÉS KÖZERK",,MOKÉP,1990/05/03,1693647,36396
"A HANG EREJE","ONE CHANCE","FÓRUM HUNGARY",2014/03/06,1692495,1155
"EGYÜTT AZ ÉG ALATT","ÜBER UNS DAS ALL",MOZINET,2012/04/05,1686931.23,2215
"ANGYALOK HÁBORUJA",,FLAMEX,1996/05/23,1684180,9297
"PRÉRIFARKAS BLUES",,"UIP DUNA FILM",1999/08/05,1683576,3714
"AZ IDEÁLIS GYANÚSITOTT",,MOKÉP,1992/08/14,1682737,21588
REMÉNY,HOPE,ADS,2020/07/16,1679200,1153
"LISSZABONI TÖRTÉNET",,MOKÉP,1996/05/23,1678940,7851
MRS.PARKER...,,MOKÉP,1996/03/14,1678940,7851
"HALÁL SUGÁRÚT","ROUTE IRISH",MOKÉP-PANNÓNIA,2011/07/28,1677495,2023
"UTÁL A CSAJ","SHE HATE ME",FFILM,2007/08/30,1677150,3365
MAGASMENTÉS,MAGASMENTÉS,"BUDAPEST FILM",2023/11/16,1676730,1195
"MIÓTA OTAR ELMENT","DEPUIS QUOTAR EST PARTI",MOKÉP,2003/12/04,1676683,4691
ZSÖTEM,ZSÖTEM,HUNNIAFILSTÚDIÓ,1992/01/24,1676450,27748
"ELEMI RÉSZECSKÉK",ELEMENTAEREILCHEN,MOKÉP,2007/04/12,1674997,3025
LESZÁMOLÁS-TERROR,,MOKÉP,2007/05/31,1674997,2352
"FÉNYES JÖVŐ","IL SOL DELL’AVVENIRE","CIRKO FILM",2023/09/07,1672840,839
"LÉGYOTT A HETESEN",NATIONALE7,"BUDAPEST FILM",2003/06/19,1670101,3503
"ED WOOD",,INTERCOM,1998/06/01,1669999,10338
ÉGER,ÉGER,VERTIGO,2023/11/23,1669085,1350
RINALDO,,"BUDAPEST FILM",2003/02/27,1666716,6626
ARANYKAPU,NUOVOMONDO,"BUDAPEST FILM",2007/06/07,1663444,3806
"MINT A KIRÁLYOK",,"BUDAPEST FILM",1998/03/12,1662800,5630
"A SZERELEM TILTOTT ÖSVÉNYEIN",,MOKÉP,1994/01/06,1661748,14965
"NEW ROSE HOTEL",,MOKÉP,1999/10/21,1661616,4780
"KEDVES WENDY!","DEAR WENDY",SPI,2006/06/01,1660495,3625
